实际值,预测值
0.02759999968111515,0.8078683
0.02019999921321869,0.574194
0.01940000057220459,0.7131739
0.0272000003606081,0.8331621
0.01899999938905239,0.88187134
0.020400000736117363,0.9023296
0.023800000548362732,1.5888531
0.022600000724196434,0.037154555
0.023000000044703484,0.017005023
0.023800000548362732,0.018163787
0.03240000084042549,0.017031506
0.01600000075995922,0.01707585
0.03280000016093254,0.016145304
0.017799999564886093,0.017552685
0.023800000548362732,0.017788546
0.02160000056028366,0.018109228
0.021800000220537186,0.016136248
0.02979999966919422,0.018457074
0.021400000900030136,0.017515743
0.02979999966919422,0.0189361
0.023600000888109207,0.01820708
0.015799999237060547,0.01939266
0.02160000056028366,0.019111278
0.03200000151991844,0.018851032
0.017799999564886093,0.017855188
0.01720000058412552,0.021843933
0.020999999716877937,-0.014914146
0.02539999969303608,0.07655302
0.10135000199079514,0.63520247
0.2402999997138977,1.5813432
0.38705000281333923,4.1167393
4.718999862670898,8.196039
11.858200073242188,13.969296
17.36079978942871,21.403177
20.976600646972656,28.154308
29.005199432373047,38.98588
43.06019973754883,49.061874
56.98820114135742,58.191387
71.0009994506836,69.221504
74.40979766845703,78.98643
43.809200286865234,89.92778
66.16680145263672,101.771515
