ÈÕÆÚ,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96
2022-07-04,234.92430000000002,201.1286,196.1153,189.8346,179.1429,167.1312,173.57489999999999,159.7119,153.23680000000002,146.17510000000001,151.8871,137.2471,159.60750000000002,149.17940000000002,148.7373,130.6351,134.54760000000002,134.9769,130.9359,125.1192,142.38940000000002,126.3408,117.8053,119.35310000000001,115.8231,135.8355,131.2572,139.1158,144.4442,156.9164,129.0252,151.47480000000002,149.2863,132.3922,134.8562,114.992,142.4133,125.7911,126.54589999999999,144.7209,152.7158,151.3039,144.1131,142.8516,156.8983,169.8224,188.21450000000002,187.52360000000002,211.07969999999997,208.28719999999998,203.935,221.0351,226.13559999999998,234.2916,231.6824,225.95530000000002,220.0123,202.4306,198.2029,210.5322,209.9295,192.9538,196.2541,191.0904,191.6944,177.9849,174.6921,173.3463,174.8757,182.2829,183.0906,167.0968,176.1581,181.6146,204.2312,210.7775,253.84949999999998,293.9502,281.89889999999997,303.83729999999997,319.87239999999997,334.3731,334.121,346.91839999999996,380.20550000000003,377.9242,373.1567,376.33279999999996,395.2139,401.1874,381.8517,359.3886,375.0539,363.32349999999997,324.6872,307.8814
2022-07-05,299.5479,298.17339999999996,280.4936,260.0859,256.4172,252.6929,227.065,241.6065,237.3608,231.9726,215.4682,218.9126,192.65540000000001,182.8807,177.02909999999997,187.93710000000002,180.4372,195.7999,172.1795,180.26510000000002,167.8955,171.1653,159.50969999999998,160.46689999999998,171.31640000000002,171.7491,183.8468,160.5125,156.28900000000002,166.88389999999998,183.4233,163.86559999999997,165.5996,171.9659,170.1301,170.5558,151.2596,155.64569999999998,158.2196,155.67579999999998,158.3383,174.5751,184.7996,197.46540000000002,198.8393,207.60559999999998,224.48940000000002,245.93,225.97910000000002,244.69750000000002,253.881,264.653,263.3605,249.4862,244.5061,228.1809,217.0857,187.86329999999998,192.0061,169.14569999999998,170.9391,159.42569999999998,149.3118,171.42553333333333,160.86576666666664,147.8401,142.4461,142.16989999999998,139.4457,151.32309999999998,146.40060000000003,146.5965,162.35,185.2438,184.63830000000002,195.0294,221.888,233.51610000000002,252.1237,235.2753,254.3769,253.8622,283.62649999999996,293.7423,289.51409999999987,258.125,268.2996,279.8426,257.6911,246.4941,283.6915,255.888,258.9584,243.13080000000002,236.6767,203.82379999999998
2022-07-06,209.1621,209.31830000000002,192.0294,200.1131,177.10940000000002,171.1049,177.59290000000001,173.26989999999998,163.5077,156.22109999999998,157.24,147.6549,141.2223,147.5455,144.8519,130.3125,124.8274,141.1035,135.6686,123.9414,126.4012,119.9617,123.6711,129.23510000000002,119.7561,135.3471,146.7376,141.1429,128.0093,153.5417,148.3791,142.9237,135.1491,124.3521,122.46209999999999,132.1791,125.4018,121.3741,122.76440000000001,129.7499,122.1338,124.7709,142.414,129.9059,139.2961,160.98499999999999,160.0256,172.79100000000003,174.37359999999998,199.34369999999998,178.6115,192.23930000000001,208.7415,204.30100000000002,189.93120000000002,203.188,187.3518,192.2693,188.8823,177.65970000000002,189.2123,169.3824,180.9931,185.9961,171.18980000000002,160.12699999999998,176.6591,176.1925,160.0141,163.0814,166.11229999999998,180.9969,184.36509999999998,187.58620000000002,199.97039999999998,223.54420000000002,231.9479,258.1736,267.8577,256.67310000000003,268.5339,287.558,298.29990000000004,305.23269999999997,312.7191,331.34929999999997,325.2354,340.2039,360.6824,385.7128,352.04609999999997,336.9144,320.05600000000004,318.4167,292.68469999999996,286.3651
2022-07-07,278.4207,248.53580000000002,234.0086,215.7842,209.5437,188.8614,183.3371,172.53500000000003,182.7837,178.308,172.9599,164.7833,173.15470000000002,154.36180000000002,172.4686,154.8789,150.5667,140.75799999999998,147.3217,145.7681,137.9126,128.3532,124.59830000000001,146.4822,135.896,131.7747,147.2145,140.1356,159.68540000000002,154.46900000000002,158.7887,152.2509,179.9753,169.6853,159.575,161.3158,165.2157,144.7253,146.7918,136.3554,153.6299,171.8074,143.4241,179.3968,176.738,211.3335,237.45770000000002,249.8629,271.25019999999995,252.2023,268.7133,252.6651,251.57330000000002,268.1021,255.01510000000002,263.0749,249.49589999999998,259.95419999999996,242.7132,250.82410000000002,257.219,244.4084,236.6362,227.31,227.0396,203.14679999999998,218.02810000000002,215.5471,212.9659,208.3306,245.2136,238.5486,208.5931,243.5762,245.9643,256.8569,272.296,276.0005,306.0019,327.1737,338.0475,366.3713,364.21639999999996,373.907,367.90869999999995,395.9949,419.61809999999997,412.04900000000004,456.032,454.37219999999996,468.777,396.1275,398.53610000000003,368.5875,367.6696000000001,334.6354
2022-07-08,331.18589999999995,310.2002,301.1751,303.3188,286.70590000000004,256.09979999999996,250.071,249.66049999999998,241.9265,228.59140000000002,235.79180000000002,224.8279,228.3373,208.0746,206.9402,205.5839,212.049,192.5874,188.9673,203.9931,188.54770000000002,196.9085,185.0986,172.8013,177.4279,169.7327,187.31060000000002,187.4889,193.9289,180.40699999999998,191.6686,193.5257,195.1454,191.8157,195.8048,193.3451,197.7875,224.0772,191.8876,183.5471,183.2177,197.4975,227.7668,218.2273,233.7371,232.9871,241.6269,263.9558,280.0543,289.2085,297.2331,279.7926,266.0433,279.7659,256.9803,265.80170000000004,282.1535,270.337,266.7672,274.92719999999997,268.2674,259.0515,275.6171,262.27840000000003,266.1304,274.242,268.61330000000004,257.04699999999997,248.26590000000002,252.85199999999998,250.2069,249.6142,269.2591,277.76930000000004,278.1857,306.36890000000005,304.438,317.3399,338.6711,353.9855,354.13960000000003,359.9051,376.6816,392.47,399.2082,427.0806,464.6508,473.7,446.9714,429.4465,447.8389000000001,430.622,431.0039,430.84229999999997,428.6476,412.6256
2022-07-09,392.8175,377.52360000000004,384.10220000000004,330.76619999999997,327.7362,335.2061,308.506,292.2097,298.21250000000003,288.671,261.62649999999996,261.0735,260.9311,253.967,246.2998,258.0103,254.63869999999997,253.7939,243.14280000000002,237.8264,231.7053,227.6773,228.3824,217.874,217.2829,209.5682,199.50130000000001,217.5015,214.18169999999998,229.68259999999998,207.3407,215.8885,235.1393,230.0428,230.6032,226.0429,225.2618,251.81550000000001,223.1529,264.1565,253.356,269.3453,263.4054,263.1664,284.19570000000004,288.3353,313.36150000000004,342.523,333.95759999999996,330.8757,340.17760000000004,359.8792,359.12530000000004,355.7462,337.3827,351.63620000000003,323.9707,323.9372,317.23490000000004,297.378,303.3075,288.768,291.9689,299.3244,282.2080999999999,275.8738,263.4971,263.5013,218.3933,230.2245,231.24730000000002,204.601,222.9204,237.5975,232.281,231.69740000000002,243.1164,266.6173,246.2332,229.49089999999998,256.6714,267.8434,313.8144,287.16585000000003,309.0548,315.2419,334.1382,332.1477,334.60565,317.73519999999996,302.7361,286.2067,262.20390000000003,255.768,225.89489999999998,228.4794
2022-07-10,213.2214,202.28979999999999,200.1573,191.7243,191.4692,171.94490000000002,168.13240000000002,167.61919999999998,149.991,168.5597,160.70530000000002,163.016,158.2058,143.2204,147.1154,142.23,145.70950000000002,135.89960000000002,133.97979999999998,133.5247,133.2696,117.4426,115.8123,129.0266,125.78580000000001,116.1246,118.8319,135.35060000000001,139.7399,129.92430000000002,133.0491,131.2267,126.1272,131.1969,146.8507,116.79729999999999,112.46950000000001,108.9716,124.78800000000001,110.68990000000001,121.0938,110.06009999999999,106.9128,101.78269999999999,104.1891,123.9556,116.40029999999999,122.10079999999999,133.5915,148.982,146.1722,136.85000000000002,131.3657,131.04319999999998,125.0683,124.5038,110.04379999999999,100.89150000000001,105.333,113.1622,109.20559,100.44918,114.61267,109.90626,105.16954999999999,114.98334,113.66663,124.02022,114.18370999999999,131.3471,132.8769,128.7916,137.9032,158.6068,154.00529999999998,150.10750000000002,164.3389,160.496,174.0615,188.1002,197.8127,188.52329999999998,222.8166,236.9005,254.5221,253.04819999999998,273.0659,291.46900000000005,263.75350000000003,263.5397,243.3175,263.9565,256.44440000000003,230.8036,209.1753,204.09300000000002
2022-07-11,194.6696,183.18220000000002,166.7125,164.0115,147.6996,142.31150000000002,138.0583,141.1791,148.97840000000002,132.4173,128.5409,148.41709999999998,144.3079,140.966,145.7833,136.13729999999998,140.9985,129.7144,123.9863,130.8611,121.6426,118.22349999999999,124.13810000000001,120.9207,114.5333,125.7226,124.97229999999999,112.65429999999999,123.08909999999999,139.07989999999998,126.9921,131.79749999999999,119.9422,115.1773,102.9331,125.0173,125.463,105.0374,104.522,110.37700000000001,115.98249999999999,124.9268,120.7822,111.78750000000001,119.6721,120.8769,119.8517,115.3647,127.2011,126.90920000000001,135.78730000000002,119.8286,130.5068,127.1119,131.2876,142.74110000000002,121.7169,132.4525,116.85669999999999,109.7468,114.93669999999999,111.3365,126.9669,117.15660000000001,121.1472,108.427,120.8763,114.5766,112.5066,129.0002,127.8661,131.2678,147.63569999999999,146.49550000000002,181.3861,165.595,153.1851,165.6532,183.444,192.5351,187.5515,198.6498,217.7214,198.7397,198.7032,209.2086,204.6821,195.3794,182.176,175.61360000000002,178.8593,178.3236,161.0937,155.2797,145.7717,130.831
2022-07-12,134.9162,111.7206,117.5765,111.0327,118.0852,107.8561,108.036,102.42670000000001,95.31700000000001,95.1669,95.3122,84.637,88.32039999999999,92.67620000000001,100.1418,88.95679999999999,83.882,84.6964,80.7341,88.554,76.8166,83.895,80.9052,78.5416,84.0016,79.7844,95.32499999999999,91.0667,102.04820000000001,91.37259999999999,97.89150000000001,104.9121,102.5428,89.5529,87.7829,95.0116,78.7559,91.95630000000001,84.0395,90.9661,94.0891,78.57719999999999,88.29889999999999,100.62639999999999,84.0993,80.7709,85.0392,89.6252,86.7414,93.1203,86.9747,105.5266,100.7682,108.9556,109.7392,119.24730000000001,106.38119999999999,98.7299,118.323,129.3905,98.0148,101.0097,104.8826,107.0097,96.3259,94.1645,100.19890000000001,102.0327,112.1468,115.76190000000001,118.52550000000001,135.6249,129.27640000000002,131.9687,131.00289999999998,136.9965,154.7339,159.0275,174.1305,169.171,186.3627,198.7142,223.7504,225.5616,239.7167,232.8502,244.3543,238.5658,238.98090000000002,236.32039999999998,254.71640000000002,230.6165,188.97840000000002,174.2998,175.64419999999998,162.0182
2022-07-13,156.01749999999998,156.0404,145.59949999999998,136.3922,136.9348,127.8989,132.0656,112.2775,125.4569,125.6187,104.9327,108.28410000000001,112.2538,111.543,106.2192,102.7294,95.30279999999999,94.6482,91.3011,95.8776,94.9679,90.2868,99.9757,87.9391,95.64160000000001,90.8244,101.55669999999999,124.3952,109.3803,103.2621,122.06259999999999,119.1622,128.0763,110.2225,111.2169,99.2132,109.8669,104.88969999999999,116.79709999999999,103.5669,113.6769,115.9267,112.0791,113.01419999999999,121.0266,131.37300000000002,127.2671,147.80270000000002,144.9831,147.28119999999998,173.63039999999998,177.0181,177.86180000000002,167.4212,180.2074,172.4361,169.07489999999999,169.9781,173.8738,173.006,176.0868,172.0751,168.476,161.7133,164.873,188.0359,163.9641,156.26219999999998,171.7543,191.9001,174.192,177.2406,169.5879,204.3297,202.1442,210.58780000000002,217.1848,248.3714,268.2303,285.95439999999996,297.4675,317.5181,327.5831,333.2539,307.47839999999997,331.8794,310.5863,365.69500000000005,369.9662,360.6117,341.35569999999996,322.23649999999986,294.7025,264.3686,248.40509999999998,217.5788
2022-07-14,199.29549999999998,199.6125,194.7909,181.4305,174.74149999999997,151.1052,157.63739999999999,157.1552,164.452,155.6433,159.1827,171.6776,162.57,160.49730000000002,142.0377,141.31879999999998,140.6944,133.2815,140.4432,138.1307,141.008,138.2099,133.7201,139.4589,133.0616,137.7257,147.97920000000002,135.785,159.68449999999999,141.4153,149.1234,139.9561,141.2682,151.356,141.336,158.4369,165.6364,154.0503,135.96620000000001,127.0458,154.4457,136.98579999999998,138.6968,142.3858,178.6797,170.2559,184.9485,202.0565,223.3355,211.4934,198.7665,218.3625,213.19670000000002,220.11659999999998,206.617,205.7769,209.0464,192.5105,205.65730000000002,191.34050000000002,181.14649999999997,170.7611,173.9158,173.49630000000002,162.8463,169.0856,144.8451,168.63649999999998,154.4702,163.05630000000002,155.57989999999998,154.3558,164.458,169.3055,183.77020000000002,217.4136,244.1919,249.27570000000003,250.54070000000002,271.98990000000003,293.1111,293.47499999999997,340.8714,344.2421,338.8933,346.728,360.4129,367.235,402.78180000000003,382.6249,368.8369,366.1256,332.60929999999996,329.4475,328.6167,299.7545
2022-07-15,287.3809,264.0095,257.104,238.35999999999999,229.6102,223.3002,207.6643,213.3511,206.0909,210.6699,198.4031,191.7811,187.2507,195.1899,188.2021,191.125,197.83419999999998,183.5052,176.2961,178.9078,174.81009999999998,166.8965,151.55929999999998,161.5743,163.979,170.79430000000002,177.393,174.43730000000002,194.9135,176.6952,175.6089,150.37879999999998,148.4644,161.98340000000002,143.8132,139.91129999999998,141.6069,155.74394999999998,143.36100000000002,154.75639999999999,151.2507,171.0165,185.3991,187.02439999999999,184.8156,193.87009999999998,197.9419,214.69650000000001,235.3178,222.2785,246.0149,249.1706,279.1961,251.69029999999998,249.26180000000002,243.4913,246.20530000000002,242.0041,246.0825,242.3585,225.73669999999998,219.7813,216.8219,213.76670000000001,220.402,228.65279999999998,209.5399,227.5734,231.91760000000002,204.0705,207.3732,207.8291,209.13660000000002,219.936,241.82489999999999,274.9289,280.7242,324.5496,286.3267,302.72880000000004,342.9202,342.7328,368.8478,377.3723,403.35540000000003,423.4187,453.58729999999997,460.6671,460.03729999999996,461.3469,438.8476,440.08919999999995,429.67519999999996,434.3297,400.1164,370.66949999999997
2022-07-16,330.85679999999996,337.913,316.9777,312.6452,293.5017,304.7217,289.5693,303.0922,270.1451,263.587,270.826,268.4747,261.4967,249.7906,246.5426,251.82580000000002,256.0521,246.82510000000002,230.41019999999997,222.7954,216.6841,228.96939999999998,203.778,217.3927,208.1837,217.4846,214.4396,214.8587,215.36790000000002,212.2751,202.3795,209.7347,191.93640000000002,195.4784,191.0,194.0773,202.021,186.6245,195.7894,187.2667,190.7445,191.344,199.0543,193.71020000000001,197.8243,195.393,207.83180000000002,218.9411,239.1175,220.66400000000002,216.4685,235.4249,221.29670000000002,238.9813,207.782,207.4157,203.4273,195.5938,177.20440000000002,192.6012,203.2867,174.27630000000002,180.4868,167.8878,172.1957,174.86780000000002,186.4899,161.8856,156.0419,159.6894,159.8765,168.3887,160.6724,146.5437,156.5837,150.31,149.37470000000002,157.4791,178.5984,176.1542,183.4734,186.244,194.583,227.8512,241.3239,248.098,247.88,259.9692,243.4717,250.3804,281.0655,270.5104,255.8682,235.68030000000002,231.9914,236.45680000000002
2022-07-17,231.8715,205.2611,182.4606,181.98139999999998,179.0364,179.8208,172.6466,177.4496,161.64069999999998,153.8393,140.01059999999998,143.2451,150.7805,143.13330000000002,140.4667,149.46529999999998,153.1916,131.19940000000003,123.3023,125.83670000000001,122.0747,119.1203,126.2607,126.97840000000001,139.7911,120.8839,129.5597,128.9315,131.7577,145.2627,135.1556,160.178,141.2456,163.5356,163.98579999999998,171.87040000000002,158.193,149.672,162.5408,165.6589,179.3039,167.9283,171.6212,158.0419,183.1206,177.4466,181.73770000000002,192.9892,237.952,230.0912,243.97869999999998,263.12330000000003,255.5268,272.0355,245.3705,229.8268,225.09380000000002,234.5393,213.2461,250.8662,223.2062,232.0557,224.55640000000002,214.5058,228.9957,209.5549,215.4915,212.2561,221.09,227.2766,218.4555,225.8756,218.21110000000002,225.95319999999998,206.6769,232.2199,220.3245,226.8603,252.289,258.0393,287.7199,252.4674,258.5616,272.0095,299.6643,333.3861,344.5091,351.28839999999997,357.9928,344.2195,348.7301,349.95259999999996,352.3386999999999,308.55060000000003,293.76829999999995,297.0684
2022-07-18,271.0817,269.6564,254.21099999999998,251.3626,230.9483,232.6178,222.538,217.2863,206.7858,208.1227,202.78310000000002,197.9835,195.9743,185.4809,188.2693,183.6704,180.6353,181.1499,171.24980000000002,177.5087,180.6839,170.30739999999997,180.3603,162.58169999999998,166.2974,195.6763,182.0547,188.1188,180.3334,178.3469,164.5036,162.1058,161.41500000000002,144.813,147.6452,150.5948,141.05700000000002,150.2065,145.46620000000001,145.9134,141.7114,157.4848,135.98100000000002,154.72990000000001,162.2858,165.7127,181.5728,183.19910000000002,198.6743,196.8922,211.1417,254.6761,225.03660000000002,222.226,231.769,213.2321,214.3362,194.9951,190.907,193.9417,176.4062,164.59900000000002,157.85610000000003,175.5424,147.9566,176.42005,163.00240000000002,163.87595000000002,173.6685,169.3499,186.6559,193.2018,193.3842,218.5162,215.38240000000002,239.8636,233.5497,262.93030000000005,282.9406,289.1451,297.3711,297.8282,303.9822,361.9299,337.3047,362.3966,387.1166,390.10159999999996,404.6188,362.1551,351.8437,364.4165,357.5621,328.2392,308.1367,318.1484
2022-07-19,297.3178000000001,284.2065,278.60580000000004,272.6905,249.25,256.43420000000003,253.18419999999998,226.6697,237.36980000000003,225.8672,235.4902,199.4615,229.9676,208.5506,208.2601,206.4955,204.31730000000002,206.88729999999998,195.9086,185.9074,185.9395,181.9034,174.281,167.3306,162.43370000000002,155.8715,177.6168,162.97670000000002,153.41019999999997,169.2954,154.11649999999997,152.3766,157.627,134.79659999999998,147.7819,122.1366,127.0205,138.2466,118.5019,122.3469,130.88389999999998,149.09459999999999,139.13369999999998,151.9716,150.17610000000002,156.4709,192.5944,171.37939999999998,202.3642,214.4935,215.2732,216.651,221.504,206.3617,195.1723,187.4607,175.5189,176.9631,186.8317,171.0251,177.2029,168.9267,173.45780000000002,160.165,167.3724,181.6258,187.6629,174.19250000000002,175.0657,180.44289999999998,178.1034,170.6386,173.1118,210.9962,211.6586,216.5599,243.3064,253.1152,265.7185,277.6628,294.3676,293.7748,337.7716,306.7643,328.04999999999995,333.0982,342.5849,340.5788,343.4958,343.1083999999999,318.6573,319.19320000000005,279.0902,263.154,262.4139,254.8641
2022-07-20,224.4062,217.2178,241.6307,222.8807,207.3587,204.27620000000002,211.4274,211.2179,199.8567,192.9504,183.68030000000002,173.1865,175.2968,172.6987,159.7031,162.26090000000002,169.7627,148.00869999999998,142.3766,132.3627,134.4265,139.6164,148.864,135.5903,142.4068,145.3733,137.0798,135.6816,141.37269999999998,151.58520000000001,142.8275,142.02630000000002,138.0669,147.7569,124.65259999999999,119.2568,134.4359,134.6118,140.58630000000002,141.7565,133.14239999999998,144.6964,134.3169,145.622,131.9766,139.71710000000002,157.5325,152.6455,178.16629999999998,182.9652,199.8609,183.1808,207.0539,206.07739999999998,199.70100000000002,182.6152,191.805,174.1137,181.5355,175.0111,190.5398,180.59279999999998,177.8583,184.3795,168.4427,164.14339999999999,169.447,178.4767,166.5368,163.4169,164.5656,168.5669,173.60889999999998,179.8064,195.9899,189.0368,232.01219999999998,220.7088,240.44979999999998,229.13549999999998,247.5294,238.8237,239.2918,247.3465,282.1365,297.9482,296.3947,291.2438,296.95840000000004,315.7461,312.31449999999995,280.77639999999997,258.7806,264.97060000000005,234.67239999999998,237.2268
2022-07-21,232.4821,202.23850000000002,199.1895,198.24280000000002,200.6942,188.513,184.0154,178.13129999999998,174.1172,158.27530000000002,159.41969999999998,159.8041,157.9486,154.3454,133.9136,152.33620000000002,146.4933,143.5254,136.1722,134.0815,129.687,129.6851,137.6513,137.739,139.4119,136.3025,154.4165,151.7115,135.6055,136.857,139.3102,141.32539999999997,145.6483,132.5074,126.657,133.5698,160.2292,144.95080000000002,141.45149999999998,136.08169999999998,138.9926,121.0228,134.74269999999999,154.03869999999998,158.96529999999998,163.7485,148.6012,189.0484,203.6435,223.2963,230.3673,219.3223,219.2585,221.4566,202.19279999999998,202.7284,185.9123,186.6651,196.9041,204.93540000000002,203.0726,197.2604,209.2489,190.3127,220.2142,191.3583,189.3218,185.0694,201.37109999999998,210.01510000000002,183.03910000000002,202.12709999999998,197.9434,199.9826,229.73049999999998,230.34550000000002,238.2907,243.5205,242.80339999999998,277.1325,279.0132,336.0466999999999,321.6441,347.5981,370.5396,366.5467,394.5895,380.5699,401.6936,416.7072,415.3463,411.0561,379.5807,359.0389,345.5882,315.666
2022-07-22,286.67150000000004,298.0024,283.8158,285.9,262.0273,264.9047,240.3511,237.8639,240.3288,239.399,217.9848,220.0229,223.2696,216.5712,214.36260000000001,218.30169999999998,198.5968,197.8158,181.8907,189.5006,190.72240000000002,176.91809999999998,186.266,176.3733,193.7485,187.9513,186.1998,177.6393,184.5781,175.5377,171.7806,162.71980000000002,164.3953,165.5661,159.4545,170.7718,181.1408,150.56810000000002,137.20180000000002,143.20520000000002,131.0783,157.4589,150.8914,169.7539,149.1655,165.0644,159.8411,181.7125,202.5398,210.4496,218.8185,217.1831,208.39249999999998,203.51700000000002,191.3667,192.4067,169.3144,161.514,167.6574,154.9934,159.099,144.2259,153.981,159.4889,143.39339999999999,153.0403,148.5231,123.9611,137.22570000000002,120.6497,129.3405,137.1627,142.14999999999998,143.00029999999998,150.4902,154.39079999999998,164.98160000000001,164.6799,189.32389999999998,196.984,186.95759999999999,216.4884,204.65970000000002,218.009,233.25060000000002,222.4108,212.6658,213.07000000000002,223.4853,250.54080000000002,232.5394,213.3791,207.6167,188.6936,194.9639,190.7037
2022-07-23,168.86280000000002,174.7147,154.734,155.57209999999998,142.81969999999998,137.3245,130.9136,140.29760000000002,122.5733,127.63799999999999,125.75729999999999,131.5989,116.1248,122.9353,110.45649999999999,114.17899999999999,121.0993,109.4336,115.7095,118.76310000000001,111.9165,116.7356,109.2801,107.2269,110.85770000000001,119.0003,121.4093,116.97699999999999,118.9245,117.7232,120.6333,124.71270000000001,124.99119999999999,116.05409999999999,116.5252,119.8265,108.6617,110.33739999999999,107.2607,128.6556,118.58080000000001,114.34270000000001,123.5867,122.2907,139.7783,147.8892,147.1498,167.7048,185.3956,190.212,193.1123,189.45170000000002,196.7095,191.7962,189.2099,184.5772,166.4401,186.22220000000002,188.1739,202.7978,194.8622,213.0378,210.54319999999998,192.6661,193.0873,187.7058,179.1274,183.11530000000002,175.6155,182.65879999999999,182.4064,176.0662,165.41129999999998,178.4988,183.029,182.37120000000002,182.106,185.2472,205.74110000000002,205.4405,218.6436,220.22889999999998,233.6438,225.35809999999998,227.3142,259.0233,260.6035,273.17310000000003,284.4814,267.0401,258.6399,269.11120000000005,265.38649999999996,246.9173,241.9287,229.40890000000002
2022-07-24,230.1978,212.7136,208.7633,188.7183,171.0078,170.2699,167.1202,170.6437,152.6849,130.65839999999997,138.41060000000002,143.8789,146.412,147.057,137.06799999999998,145.2303,138.39710000000002,131.5652,125.67950000000002,118.7512,122.5747,117.9572,138.6418,124.95719999999999,105.4185,120.86439999999999,121.11500000000001,129.6332,127.3637,127.27250000000001,133.0897,137.47940000000003,150.1818,152.3097,147.95780000000002,145.13559999999998,148.3416,152.27880000000002,150.9895,161.68280000000001,168.22740000000002,193.6311,181.7045,179.62990000000002,193.4523,184.3416,203.6121,228.2027,249.4692,259.236,266.9139,263.3394,245.8095,257.4696,263.5924,256.6648,267.7693,251.32580000000002,262.13460000000003,274.2443,249.05,239.6893,232.65109999999999,228.75580000000002,229.0472,217.5055,202.50300000000001,223.0217,224.7735,216.1112,235.9626,202.0425,207.78160000000003,220.6346,220.20399999999998,249.6761,256.5489,260.8986,278.898,262.1116,278.485,269.62980000000005,276.758,332.161,334.1152,329.7348,328.5332,324.4836000000001,347.3229,336.8107,338.6016,326.7785,316.5301,306.5377,306.8599,283.6416
2022-07-25,253.1016,256.01030000000003,243.6188,229.6131,219.3473,215.428,202.3496,206.6078,183.6577,193.2328,193.1413,182.5126,181.6104,178.09550000000002,188.4037,164.7509,163.4904,155.30440000000002,166.7022,159.1186,163.5529,158.5013,147.6997,165.1924,160.0236,139.0562,147.1843,157.76229999999998,148.1406,146.38739999999999,147.5539,143.5026,140.32240000000002,137.0881,122.6679,136.67530000000002,138.7223,129.68130000000002,144.05440000000002,148.6731,160.9735,164.6874,140.57639999999998,183.1696,179.9669,186.5902,183.8623,213.9932,219.6003,246.5508,241.5613,229.7038,236.2412,233.63,244.0398,228.5035,233.0022,220.5856,201.7123,200.47510000000003,175.64190000000002,183.0464,188.5414,175.42600000000002,142.3407,137.51059999999998,147.8162,136.8603,139.38649999999998,141.0209,140.59869999999998,148.9402,154.1559,154.2824,147.2701,184.16129999999998,178.6627,198.2007,201.5842,208.3439,198.3849,220.8947,222.4646,209.1988,232.5525,218.5276,239.3956,234.3244,245.9713,256.5179,244.11939999999998,219.3507,205.5195,202.7975,196.94379999999998,170.43110000000001
2022-07-26,173.0048,143.42940000000002,143.0103,152.0407,138.2708,146.6104,130.5,122.3395,125.36890000000001,120.2342,134.9935,122.1268,122.7608,132.6252,128.0962,124.67460000000001,116.6771,109.5664,109.18169999999999,97.8106,109.844,104.9624,95.8159,97.50880000000001,105.3013,106.7882,112.35159999999999,115.0657,107.43759999999999,110.0321,130.0961,130.6558,124.1273,110.5621,124.7718,117.09490000000001,123.24589999999999,112.95190000000001,118.4765,122.3108,119.3763,131.7659,121.23610000000001,151.11589999999998,142.11589999999998,124.8358,145.7708,152.4445,172.4301,168.0499,165.319,175.1352,198.6849,181.5556,189.8108,168.59629999999999,176.8499,188.1904,163.9412,163.9056,169.40630000000002,168.338,172.7003,163.9066,169.4666,164.3759,163.5065,174.45669999999998,173.4649,161.6393,157.9542,170.9846,173.0164,179.33360000000002,176.0649,159.3861,186.2448,202.928,219.44529999999997,221.1114,235.9555,251.2316,281.4851,291.927,292.99449999999996,302.6918999999999,320.4966,320.0601,344.50169999999997,330.98600000000005,333.7875,312.2435,297.63079999999997,286.75160000000005,270.4125,266.6164
2022-07-27,241.98930000000001,244.3423,223.5648,217.4525,193.6473,200.4488,186.8234,200.4881,188.9106,191.1969,177.12040000000002,179.6879,177.4359,167.5076,168.64860000000002,166.21290000000002,155.35639999999998,158.5688,160.6463,154.0101,140.6311,143.181,145.7806,146.437,135.1981,155.9025,149.6722,146.0897,151.0092,139.259,152.9147,150.8596,151.7312,153.6929,136.82059999999998,140.5717,139.74300000000002,120.1803,113.1337,133.82459999999998,135.6536,132.9924,152.0627,149.2725,178.2252,150.391,160.1965,168.90900000000002,186.08440000000002,201.4622,193.1282,190.0917,171.0169,181.84709999999998,165.0488,168.45669999999998,143.32150000000001,141.6122,132.0592,112.55260000000001,124.7708,115.6625,118.476,130.51850000000002,124.7566,109.5154,119.0282,116.9013,115.52130000000001,121.0535,122.73620000000001,137.877,120.32730000000001,132.7477,135.95649999999998,150.197,167.2763,182.315,187.3375,165.3596,181.7984,181.01610000000002,201.7439,214.5551,230.7648,220.3547,213.4839,231.187,211.9234,192.28650000000002,210.49009999999998,192.5537,191.4119,170.1451,164.59560000000002,141.10889999999998
